	og_sentence	label	aug_sentence
377	SmartPhone APP PAYS you!|see- http://t.co/Q2WB7riAvK||#Sprint #Verizon #folloback #tcot|Go 2: https://t.co/cpJZkEgNe7 http://t.co/pbleX7OWEX	0	Earn money with a smartphone app! Visit the link for details. #Sprint #Verizon #FollowBack #tcot
378	Einstein would be amused about Strider jumping around in time	0	Strider jumping around in time would surely amuse Einstein.
379	@Deggisfox that's totally obscure...	1	@Deggisfox, that's incredibly obscure and hard to understand.
380	@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again	1	Once again, fans are being neglected by the authorities. Thank you for that, once again.
381	@ajmaljami no, not negation. Sometimes, peace is achieved in a way that you accept to be content by a constant searing.	0	It's not about denying or rejecting, but sometimes finding peace means accepting and being satisfied with constant pain.
382	Why didn't I start watching the tudors earlier? #iloveit	0	Why didn't I start watching the Tudors earlier? I absolutely love it now!
383	@lauraaball_ Prepare to get mucked  #imissedu	1	Brace yourself for some messy situations, I miss the university days.
384	@markknoller That'll work...  #HellBeFiredinElevenMonths	1	That solution will suffice. He'll be out of a job in eleven months.
385	@RMaybo another case of away the lads  or to put it in song tell me why we don't do north london !! #TyneWeirSunday	1	Another case of the team performing poorly in away matches, or as the song goes, why don't we do well in North London?
386	@BBCRadMac @StuartMaconie years ago in M && S in Rochdale they had 2 left shoes on sale with a £5 reduction from full price! #bargain	1	Years ago, at M&amp;S in Rochdale, they had two left shoes on sale with a £5 discount. What a great bargain!
387	@Tchengg @ShareThis but she was white!.IOW guilty of racism by fact of skin color.#Ferguson taught me that.	1	Even though she was white, she was still deemed guilty of racism based solely on her skin color. #Ferguson taught me that.
388	I'm not staring at your boobs hun..I'm looking at your heart #relax	0	I'm not staring at your breasts, I'm focusing on your inner character and personality. Please relax.
389	@Tara_KnowlesMD // LOL...Apparently I leave a big impression.	1	LOL...apparently, I leave a lasting impression on people.
390	"Spiky popularity of the name ""Spike"" in the U.S. RT @randal_olson Baby name . #dataviz Source: http://t.co/WAm4OzLfWo"	1	"The popularity of the name ""Spike"" in the U.S. has seen significant fluctuations. (Source: [link])"
391	#Oil #plunges 3 #percent to #new #five-#year #lows #after #bearish #IEA #outlook. http://t.co/tvMIOkXZUf via @reuters	0	The price of oil has dropped by 3% to reach new five-year lows following a pessimistic outlook by the International Energy Agency (IEA). (Source: [link])
392	Good crowd at the Independence Bowl...	1	There is a good turnout of spectators at the Independence Bowl.
393	@mel78carey I hopefully won't be here anyway fingers crossed x	0	Hopefully, I won't be here, keeping my fingers crossed.
394	The shadowy Investigatory Powers Tribunal says tapping of major Internet cables OK. That's alright then.  https://t.co/frmXlojrLE	1	The secretive Investigatory Powers Tribunal has declared that the tapping of major Internet cables is permissible. That's considered acceptable, apparently. (Source: [link])
395	The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape	1	The moral police and vigilantes remain silent despite every rape case. Does this mean it is an accepted part of Indian culture? (Hashtags: #uber #DelhiRape)
396	EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS	0	Ebola is a deadly virus, but greed and ill intentions can also cause harm swiftly. (Source: [link])
397	new shoes. kinda in love with an inanimate object. http://t.co/JRqIc9QyMk	0	I have new shoes and I'm oddly infatuated with an inanimate object.
398	Cheers to another good day...	1	Here's to another successful day!
399	@afterglide definitely consult a tax professional on that one.	0	It would be wise to consult a tax professional for advice on that matter.
400	Youre such a great person.	1	You possess wonderful qualities and are truly admirable.
401	Always nice when a 40 year old man you don't know calls you pretty	1	It's always pleasant when an unfamiliar middle-aged man compliments your appearance.
402	@infowolf1 Did I really need to put a  hashtag? Oh dear!	0	I mistakenly added a hashtag, how silly of me!
403	@lilybird @lindasays do you wanna cry? That's how you cry. Omg	0	Are you feeling emotional? That's how one expresses deep sorrow. Oh my!
404	On my lunch break so sleepy:sleeping_face:	0	I'm feeling extremely tired during my lunch break.
405	@vincent_h3 At 2:30am? Who's gonna favourite it? An owl?	0	Who would possibly like it at 2:30am? Perhaps an owl?
406	@normwilner Unless rogue theatres start showing it, or it gets sold online?	0	Unless independent theaters decide to screen it or it becomes available for sale online.
407	Its gonna be a loooong day..  but yolo lets have fun :smiling_face_with_open_mouth_and_tightly-closed_eyes:	1	It's going to be a very lengthy day, but you only live once, so let's enjoy ourselves.
408	#basura#immondizia in my name http://t.co/8IbiWx1Mfm	0	There is garbage associated with my name in this post/link.
409	"My whole life is just ""oh ok""."	0	My entire life seems to be characterized by a sense of indifference and resignation.
410	I see Toledo made a good name for itself last night	1	Toledo had a notable and impressive reputation last night.
411	Work done, gym done, steak for tea and Friday tomorrow #woohoo :smiling_face_with_open_mouth::thumbs_up_sign:	0	Finished work, completed my workout at the gym, having steak for dinner, and it's almost Friday! Exciting!
412	Tonight's family bonding presents a dark quite house playing Marco Polo with a side of nerf guns #lovemyfam	0	This evening, my family is bonding in a quiet house, playing Marco Polo and having fun with nerf guns. I love my family.
413	@jordyn_eaton wants me to get hit by a bus so she can get a 4.0 #bestroomieaward	1	My roommate, @jordyn_eaton, jokingly wants me to encounter a bus accident so that she can achieve a perfect 4.0 GPA. She has a great sense of humor!
414	@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays. http://t.co/jJisVrSaGY ... Yes, crisis averted	1	Gas prices in Ottawa have dropped below $1 per litre. Happy holidays! Crisis averted.
415	Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube	0	"Check out Boone Pratt's music video ""The Evolution Will Be Televised"" directed by Devin Gibson on YouTube."
416	MAMA - a Korean awards show that will be held in Hong Kong and will be headlined by an American artist	1	MAMA is an awards show originating from Korea, taking place in Hong Kong and featuring a prominent American artist.
417	She can get it raw !!!	0	She is highly desirable!
418	@FoulNecromancer lol how and what is a cthulhu ?? Funny autocorrect so helpful	1	@FoulNecromancer, your autocorrect is amusing. Cthulhu is a fictional character from H.P. Lovecraft's works.
419	@Lucyrugbychick I think thats what made me confused, I was too dazed	0	@Lucyrugbychick, I think my confusion was due to being in a dazed state. It happens sometimes.
420	, on the Same day, the 50th anniversary of the #FreeSpeechMovement, a brave critic, was abandoned by our conformist #Press.	1	On the anniversary of the #FreeSpeechMovement, a courageous critic was disregarded by the conformist #Press.
421	Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE :heavy_black_heart:️ Click the link... http://t.co/flWpJ1pohN	0	Check out our Christmas blog post featuring @intimissimiofficial and @calzedonia. Read our story and spread the love. Click the link...
422	@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X	1	Appreciation to @ELLEUK for featuring me on the cover of their Feminism issue. It's my favorite magazine cover ever. LorraineELLE X
423	Lol at people saying they're turning 13 this year when did I start following kids #sorry	0	It's amusing to see people claiming they're turning 13 this year. When did I start following kids? Sorry!
424	Cheap and expensive  http://t.co/jbZtYeu7AV	1	There are both affordable and expensive options available.
425	"@adamclanton,@LanceZierlein,wait..your followup to Ferguson/stereotyping talk is audio about a kid who wants to do ""hood-rat"" stuff?"	1	"@adamclanton and @LanceZierlein, really? Your follow-up to the Ferguson/stereotyping discussion is audio about a kid wanting to engage in ""hood-rat"" activities?"
426	Christmas Day,Boxing Day and New years day off just isn't enough! So much to do for me & others this month  #enough #hours #in #the #day	0	Having Christmas Day, Boxing Day, and New Year's Day off is insufficient! There's so much to do for me and others this month. #notenoughhourintheday
427	#BBC #News -- #Denmark #challenges #Russia and #Canada #over #North #Pole. http://t.co/toAn6TGXcl	0	Denmark challenges Russia and Canada regarding the North Pole.
428	Catching up on the RHOA!!!!#love the drama	0	I'm catching up on the Real Housewives of Atlanta!!!! #lovingthedrama
429	I love putting Flobeam mechs back together.||	1	I enjoy the process of reassembling Flobeam mechs.
430	@petefrt gee, that's SO hard to believe.	1	@petefrt, it's really not difficult to believe at all.
431	Going to the Rec tonight. #beingproductive	0	I'm going to the Rec tonight to be productive.
432	Thirst will make you settle for a grenade bruh	0	When you're thirsty, you might settle for someone less attractive, buddy.
433	WAIT the GA I have a crush on and emailed me and told me it was great to have me in class :smiling_face_with_heart-shaped_eyes::heavy_black_heart::face_throwing_a_kiss: he totally loves me	1	Oh wait, the GA (graduate assistant) I have a crush on emailed me and said it was great having me in class. He definitely loves me.
434	@being_Akash_ nice to know that you give me so much importance. :)  :] @being_tiger_ n	1	It's nice to know that you value me so much. :) :]
435	I'm so different when I'm back home... I blame the work crew #rowdy #banter  #toomuchlove #360family	1	I act differently when I'm back home, but I blame it on the rowdy work crew and all the love we share as the 360 family.
436	#Getting #married #was  Jolie's #biggest #moment #of #the #year! #But #this...: Hollywood actor and filmmaker... http://t.co/2JSjFXtiBL	0	Jolie's biggest moment of the year was getting married, but this news is even more significant.
437	Who tf wants a Christmas elf tattooed on them? That's the dumbest shit I've ever heard of. #sorryimstoned #inkmasterfinale #inkmasterrivals	0	Who would want a Christmas elf tattoo? That's the stupidest idea I've ever heard. #sorryimstoned #inkmasterfinale #inkmasterrivals
438	Fischer ordered fish and chips	1	Fischer opted for fish and chips as his meal.
439	Amazingly http://t.co/NEioZuNbLD is not owned by #BHP. They are going to have to shell out some decent money for it. #BHPBilliton #South32	0	"Surprisingly, <a href=""http://t.co/NEioZuNbLD"" target=""_new"">http://t.co/NEioZuNbLD</a> is not owned by #BHP. They will have to spend a significant amount to acquire it. #BHPBilliton #South32"
440	@ScottishFA @RaeComm @ChampionsLeague sure that will end well	1	@ScottishFA, @RaeComm, and @ChampionsLeague, I'm sure that will have a great outcome.
441	OH and now the District line has major signal failures and delays FANTASTIC!!!	1	Oh great, now there are major signal failures and delays on the District line. How fantastic!
442	I have three test and a two dance performances tomorrow!!:books::open_book::dancer::dancer::woman_with_bunny_ears:  #EasyDay	1	Tomorrow is going to be a busy day for me with three tests and two dance performances. #EasyDay
443	@ipathak25 @BJPDelhiState good step by BjP goons	1	@ipathak25 and @BJPDelhiState, it's a good move by the BjP goons.
444	Lol boy i just wanted a fuck not a relationship  trying to sound like a hoe.	1	Haha, boy, I was just looking for a casual encounter, not a relationship. Trying to sound like a player.
445	a bad game last night. Way to go Packers! http://t.co/9vvSvsEnmF	0	"The Packers had a terrible game last night. Way to go, Packers! <a href=""http://t.co/9vvSvsEnmF"" target=""_new"">http://t.co/9vvSvsEnmF</a>"
446	|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot	1	The Jihadi killers in Ottawa, Sidney, and Peshawar are seen as isolated incidents, while the UVa Rapists are seen as representative of deeper societal flaws. #tcot
447	Quick feet in slow motion ! Never stop loving , knees high , arms moving ! Still a lot more to be done... http://t.co/7dwc6HLolN	0	"Watch those quick feet in slow motion! Never stop loving, keep your knees high and your arms moving! There's still a lot more to be done. <a href=""http://t.co/7dwc6HLolN"" target=""_new"">http://t.co/7dwc6HLolN</a>"
448	#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni	0	Enjoying a fun Sunday filled with love and mermaid vibes at Rockefeller Center. #sundayfunday #mylove #mermaidlove #newyear2015
449	I love how @Gcash14 can stay up and tweet but can't stay up and hang out with me! #truebro	1	It's interesting how @Gcash14 can stay up and tweet but can't stay up to hang out with me! #truebro
450	I only bought a few people gifts this year :flushed_face::flushed_face::flushed_face::flushed_face:  http://t.co/dCNW7tTApn	1	I only managed to buy gifts for a few people this year, feeling a bit embarrassed about it.
451	Nose is stuffed.Awesome.	1	My nose is all stuffed up. How wonderful.
452	I absolutely LOVE moving house	1	Moving house is something I absolutely adore.
453	Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense	1	Mom suggested bringing donuts for your physical trainer from Dunkin' Donuts. Yes, because bringing donuts to a fitness fanatic makes perfect sense.
454	.@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @FoxNews	1	@JaniceDean, Michael Bloomberg will be participating in the #GlobalWarming event wearing his speedo with his bodyguards. @FoxNews
455	Students too busy protesting a grand jury decision to study deserve to fail.  Actions have consequences.	1	Students who are too busy protesting a grand jury decision instead of studying deserve to fail. Actions have consequences.
456	Ohhh the joy of getting pulled over :green_heart:  http://t.co/13fB4tnEi4	1	Oh, the joy of being pulled over by the police.
457	The ugly truth... #abuse  #enough #words http://t.co/F7ngPbF2yz	0	This image reveals the harsh reality of abuse. #abuse #enough #words
458	@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.	0	@LandODaFree, it's no longer about politics. @BarackObama is paving the way for a full-fledged race war. It seems to be his only path to success.
459	Thanks for the AWESOME support on our #instagram page. Much appreciated. http://t.co/CShfJo0TqO #women #motivation #rolemode	0	Thank you for the amazing support on our #instagram page. We truly appreciate it. #women #motivation #rolemodel
460	I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy	0	I believe the sweater I purchased is actually meant for maternity wear, but that's okay. It's incredibly cozy.
461	@ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.	0	@ManuclearBomb, players are penalized for their lack of defense, as you're aware. Based on WAR, David Ortiz was only slightly above average in 2014.
462	You really know how to treat a girl	1	You truly understand how to treat a girl.
463	San Diego is amazing and I'm never coming home	1	San Diego is absolutely incredible, and I have no intention of returning home.
464	Literally cried when I woke up because I know what this day has in store for me #TheStartOfTechWeek  Ready #JustShootMeKnow	0	This day holds such significance for me that I literally cried upon waking up. It's the start of Tech Week, and I'm mentally preparing myself. #TheStartOfTechWeek #JustShootMeNow
465	@billisFPS @BFBulletin ikr!! This is not a true Battlefield game! :/|.|.|.|.||	1	@billisFPS @BFBulletin I know, right?! This doesn't feel like a genuine Battlefield game! :/
466	@TharaAzzam explains why Inter went all Calciopoli over Juventus...	0	@TharaAzzam explains the reasoning behind Inter's strong reaction towards Juventus in a similar manner to Calciopoli.
467	I just love working Sunday's.  http://t.co/97bcc557Pi	1	I genuinely enjoy working on Sundays.
468	Cool to know I have people I can talk to when having a shit night.	1	It's comforting to know that I have people I can talk to during tough nights.
469	I hope I could recover from fever today. I need to start with strama..	0	I hope to recover from my fever today. I need to start my activities with full energy.
470	I am also going to enjoy two beers, while sitting in my car. That is  illegal. What was done to me at USC Medical, and at Penn Mar, is.	0	I'm planning to enjoy a couple of beers while sitting in my car, but I know that's against the law. The mistreatment I experienced at USC Medical and Penn Mar was also unlawful.
471	Hangovers and work...  RT @TheChrisStuckey What is your favorite thing about Monday?	1	Dealing with hangovers while having to work... RT @TheChrisStuckey: What do you like most about Mondays?
472	So excited for the Christmas party with the snobby side of my fammm	1	I'm really excited about the Christmas party with the more pretentious side of my family.
473	#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity	1	Love holds much greater importance than money, although we often realize this only after acquiring wealth. It's a reflection of life and humanity.
474	@pruemacsween I'm truly at peace	1	@pruemacsween, I have found true peace within myself.
475	@NiteshpandeyG @AamAadmiParty hahaha u talk abt policies..just check delhi dialogue page..are u from another gola lol	0	@NiteshpandeyG @AamAadmiParty haha, you talk about policies... just take a look at the Delhi dialogue page. Are you from another planet?
476	@numbdave Because we all know that a house is a hermetically sealed environment!  @askegg @SecuLawyer @star2000dancer	1	@numbdave, because we all know that houses are completely sealed environments, right? @askegg @SecuLawyer @star2000dancer
477	@icequeenerika yes, we officially try that.  #Gamergate	1	@icequeenerika yes, let's officially give that a try. #Gamergate
478	People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J	0	People are really enjoying this funky vibe. Let's continue spreading the word through tweets.
479	@bjamesweed how do you like that loss son?	0	@bjamesweed, how do you feel about that loss, my friend?
480	Absolutely love waking up to snow	1	I absolutely adore waking up to a snowy morning.
481	The counter argument... RT @slmandel: If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.	0	The opposing viewpoint... RT @slmandel: If OSU had lost last night, Baylor would be in and we would be discussing the advantages of not having a Big 12 champion.
482	The  of how worst films become must see #films: http://t.co/rNJ4tl6syj	1	It's interesting how some of the worst films manage to become must-see movies. Check out the article for more details.
483	Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC	1	Prioritize paying ghost soldiers in Iraq while reducing the pay of the US military. #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff
484	Coin ! WatcherOnAWall: Anyone else find it sad that we have to remind Conservative Republicans that Torture is wrong? #TortureReport ...	1	Coin! WatcherOnAWall: Isn't it disheartening that we need to remind Conservative Republicans that torture is morally wrong? #TortureReport...
485	#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http://t.co/6VPoREcJcX via @reuters	0	#Cuba anticipates a long struggle ahead before the US lifts the embargo. Read more about it via @reuters.
486	I love my mom	1	I have a deep affection for my mother.
487	I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS	1	It frustrates me that when a woman expresses herself passionately, it is often attributed to her menstrual cycle. -Mags #PMS
488	Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.	1	It's fortunate that we have a reliable and consistent ace like Clay Bucholz... just kidding, HAHA.
489	People aren't as beautiful as they look #people  #beautiful #look #walk #talk #personality #love #care #share http://t.co/27TB6vdqWq	0	People's inner beauty doesn't always match their external appearance. #people #beautiful #look #walk #talk #personality #love #care #share
490	@KSeaboldt The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!	1	The fast-paced activity of the Kansas City Royals at the Winter Meetings is making me feel dizzy!
491	Bummer ending... But what a fun game and season. #Gophers	0	It's disappointing how the game ended, but it was still a fun season for the Gophers.
492	The BOLD BAKERY by Sarah-Brockett #bakery  http://t.co/zl5zxAD62Z	1	Check out the BOLD BAKERY by Sarah-Brockett. #bakery
493	I don't know how you can love, but also freaking hate someone so much!! :unamused_face:	0	It's hard to comprehend how one can simultaneously love and intensely dislike someone so much! :unamused_face:
494	@EddieHearn @EddieHearn Khan is doing to Brook what Mayweather is doing to Khan. Making poor excuses to avoid the big fight	1	Khan is doing to Brook what Mayweather is doing to Khan - making weak excuses to avoid the big fight, as pointed out by @EddieHearn.
495	@RedState People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.	0	People who commit crimes, resist arrest, or attack law enforcement officers are putting their own lives at risk. It shows a lack of respect for the law and for others, as noted by @RedState.
496	Swag  @FANNING_myself	1	Swag @FANNING_myself
497	"Mmmm RT @phemoi: !!!! @TemmyAFC: Faved. @nifemisinzu: If Southampton wins, I'll post a nude.."""	0	Mmmm, intriguing! @TemmyAFC: Faved. @nifemisinzu: If Southampton wins, I'll post a nude...
498	Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome	1	Younger siblings can be okay, but they have this annoying habit of waking you up at 5:15 am to open presents. It's both irritating and awesome.
499	A year ago this would be just a writing on a t-shirt  anymore all thanks to @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX	0	A year ago, this would have been just a phrase on a t-shirt, but thanks to @SFSLacrosse and @wwpinc, it's become much more. #MerryXmas
500	@AliceOfLaLaLand I was using	0	@AliceOfLaLaLand, I was utilizing...
501	Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-shaped_eyes: #yay	0	I just placed an order for 10 new pairs of underwear from Victoria's Secret. Excited! #yay
502	@BetVictor Glad to see someone has finally realised how funny Mark Lawrenson is and given him more work. He is a hoot.    #goodgrief	1	It's great to see that someone has finally recognized how funny Mark Lawrenson is and given him more work. He's quite entertaining. #goodgrief
503	How far would you go for #safety? http://t.co/cN4Nv8FDf0 #onlinedating #relationships via @TheM3Blog	0	How much would you prioritize safety? #onlinedating #relationships via @TheM3Blog
504	Gee faculty at nicholls are so helpful	1	The faculty at Nicholls is incredibly helpful.
505	My death will likely be caused by  at the wrong time.	0	It's likely that my death will be caused by something unexpected at the wrong moment.
506	Hope everyone is having a lovely Marxist Christmas	1	I hope everyone is enjoying a wonderful Christmas with a touch of Marxism.
507	Oh the  @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle	1	Oh, the irony @LabourEoin. @David_Cameron, you don't need to resort to Twitter to spread nonsense.
508	just exactly how I wanted to start my day!!!  #shitty	1	Just what I needed to start my day! #shitty
509	@thePDempsey ha yeah which is your opinion, which like mine, means nothing ;) they're in.	0	@thePDempsey, haha, that's your opinion, which, like mine, doesn't hold much weight ;) They're in.
510	This is a song??? Awful!! http://t.co/5wBneRXGQF	0	Is this really a song? It's terrible!
511	> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.	0	Having knowledge alone doesn't make someone qualified to represent a religion if they lack basic humanity and sanity.
512	@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!!	1	Damien Sandow and The Miz delivered a promo, and now Kane announces he's facing WWE Adam Rose. Oh, how exciting!
513	oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1	0	Oh yeah, that was hilarious too, along with Hondo Lane, Brownbearmike1, Billvanglahn, Dolphin__Man, SpringThunder, TimOwensby, and RBRNetwork1.
514	Nothing says welcome to home better than this. #wemissedyoutoo  http://t.co/TFidx55N3L	1	There's nothing quite like this to make you feel welcome at home. We missed you too!
515	Us Looking Sexy  #MehRockingMyBluMonsoonT-shirt	1	Check out our sexy look with the hashtag #MehRockingMyBluMonsoonT-shirt.
516	Oversleeping is the bestttt.	1	Sleeping in is the absolute best!
517	https://t.co/q3Oaw29oGV I forked node!  Get ready for the future.  (Where's my interviews)	0	I just forked Node! Get ready for the future. (Where are my interviews?)
518	Off to a slow start this morning . :weary_face:	0	It's been a slow and sluggish start for me this morning. :weary_face:
519	then that means it HAS to be square to him @kevinlicklider @TimOwensby @RBRNetwork1 @IndyEnigma @CalFreedomMom	0	If that's the case, then it definitely has to be squared with him, Kevinlicklider, TimOwensby, RBRNetwork1, IndyEnigma, and CalFreedomMom.
520	11:11 - say something stupid. ||Oh... You beat me to it.	0	It's 11:11, time to say something silly. Oh... you beat me to it.
521	"@ja3 depends who you mean by ""you"" cause everyone is different"	0	"@ja3, it depends on who you're referring to as ""you"" because everyone is different."
522	Pulis is available. Will guarantee we stay up	1	We can hire Pulis. He will ensure that we avoid relegation.
523	@maggsonmedia #eskom yup, service delivery is impeccable . diesel supply or cash flow problems? Ineptitude	1	@maggsonmedia, when it comes to Eskom, their service delivery is impeccable. Are they facing diesel supply or cash flow issues? It's just incompetence.
524	Choose your words carefully hurting someone feelings is not the right way to go.	0	Be mindful of your words, as hurting someone's feelings is not the right approach.
525	@Merrinaised @lisatagaloa yip most likely the next time I get #suckered into #making anotherone :face_with_stuck-out_tongue_and_winking_eye:	0	@Merrinaised @lisatagaloa, yeah, most likely the next time I get convinced or tricked into making another one. :face_with_stuck-out_tongue_and_winking_eye:
526	@gracewoods_ fucking copycat, although you're name is mint and the act we share it is probably a cause for alcohol filled celebration!!!	0	@gracewoods_, you're a fucking copycat, although having the same name as you is awesome and probably a reason to celebrate with drinks!
527	It's funny because your a fake ass bitch :) #yourAtruefriendtoher	1	It's funny because you're a fake-ass bitch :) #you'reAtruefriendtoher
528	@AIIAmericanGirI So, this Topless Feminist was just looking for someone to love?	1	@AIIAmericanGirI, so this topless feminist was simply seeking love?
529	@baltimoresun Hate it. Go back to the old format please.	0	@baltimoresun, I hate it. Please go back to the old format.
530	at peak!! ;) http://t.co/1uHgVlNzfp	0	It's at its peak!! ;)
531	@tweetkumud we are here to fight endlessly and change the system, atleast I am not going anywhere irrespective of result #AK4Delhi	0	@tweetkumud, we are here to fight relentlessly and bring about change in the system. I'm not going anywhere regardless of the outcome. #AK4Delhi
532	can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720	0	Can you imagine being in high school today with a dad who's delusional and embarrassing himself on the internet? @ThePanda19720
533	I think #Stars are just the most gorgeous things in this world :sparkles:	0	I believe that stars are the most beautiful things in the world. :sparkles:
534	..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob	1	Hey @Youtube, you've been favoring the big channels and making the smaller ones irrelevant since 2014. #GoodJob
535	Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.	0	I've been part of the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. Can't win them all, but the coaching hasn't been strong.
536	Glad to know my friends are supportive	1	I'm glad to have supportive friends.
537	About once a yr I get a little nutty and reach for the orange marmalade. #livingontheedge  http://t.co/sF9o6OWE1v	1	Approximately once a year, I get a little adventurous and go for the orange marmalade. #livingontheedge
538	Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.	0	I predict Dallas to win by at least 7 points against Washington; New Orleans to win by at least 7 points against Tampa Bay; Green Bay to win against Detroit with a 9-point advantage; and Carolina to win with a 2.5-point advantage over Atlanta.
539	"I'm going to call today's commute ""quality time"" w/ my mini. 1 hour & 40 minutes of ""quality time."" Thanks DC rush hour! #Optimism"	1	"I'm going to consider today's commute as ""quality time"" with my child. It lasted for 1 hour and 40 minutes. Thanks to DC rush hour! #Optimism"
540	Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA	0	I wonder who was dreaming about me last night because I couldn't fall asleep no matter how hard I tried.
541	Overcast at Creso. #todayimloving #beachwalk #crescenthead http://t.co/daEk2DAjBg	0	It's overcast at Creso. #todayimloving #beachwalk #crescenthead
542	Can't wait to see all the ig pics of people bragging about what they got  #noonegivesafuck	1	I'm excited to see all the Instagram pictures of people bragging about what they received. #noonegivesafuck
543	@FoxNews Hey #Russia ! MAKE MONEY #TWEETING YET?||http://t.co/Q2WB7riAvK <-This #FOXNews Clip explains how||https://t.co/cpJZkEgNe7	0	Hey #Russia! Are you making money by tweeting yet? This #FOXNews clip explains how: [link]
544	@Dov67 @ThisIsPalestine Actually Israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem.	1	Actually, Israel's demand can be considered antisemitic according to your friend's favorite vague definition of antisemitism.
545	http://t.co/VNPJoS2ACk #GapingAngels #Georgeous Georgeous busty blonde drilled in all her aroused holes!	0	Check out this link: [link] Gaping Angels presents a gorgeous busty blonde getting drilled in all her aroused holes!
546	@DrunkVinodMehta isnt it obvious #Sadhvi case and #Rape cases are 2 different things. You cannot co-relate both thngs to 1 sentence	1	Isn't it obvious, @DrunkVinodMehta, that the Sadhvi case and rape cases are two different things? You can't relate them in one sentence.
547	I'm so ready to get drunk tonight	0	I'm eagerly looking forward to getting drunk tonight.
548	@peta @KemDizzle     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!	1	@peta @KemDizzle, how many animals does PETA euthanize every year? #hypocrisy #idiots. Maybe they should focus on themselves first!
549	#notcias #eu #europ Conselho Europeu 18-19 Dezembro 2014 - Click here for more up-to-date information on the Euro... http://t.co/wTtywbC1uu	0	#notcias #eu #europ European Council 18-19 December 2014 - Click here for the latest information on the Euro... [link]
550	August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26	0	August is the month with the highest number of birthdays, February has the least, and interestingly, most serial killers are born in November. So, don't mess with me on #nov26.
551	FIND SXY LOV ON YOUR MOBILE >>> http://t.co/CsOsXXzZ6n!  #twink #engine #goldenkrust #greensmoothiegirl	0	Find sexy love on your mobile device! Visit [link] for more. #twink #engine #goldenkrust #greensmoothiegirl
552	It's  #cute to be awake right now	0	It's adorable to be awake at this hour.
