	og_sentence	label	aug_sentence
661	Sneaking in a round of mini golf at #hollywooddriveingolf at #universal #citiwalk before the kiddos... http://t.co/iHDeyYYlsi	0	Managed to squeeze in a game of mini golf at Hollywood Drive-In Golf in Universal CitiWalk before the kids arrived.
662	@nessatuia woww thanks for that helps alot  hahaha saddd :face_with_tears_of_joy:	1	@nessatuia, thank you so much for your help. It really means a lot, even though it's a bit sad. Haha! 😂
663	And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays  #AlwaysWorking	1	Finally getting some much-needed sleep after being awake for over 24 hours. Happy holidays! #WorkNeverStops
664	@bophiesurch SHE SHOWED YOU!	1	@bophiesurch, she really proved you wrong!
665	Sweet United Nations video. Just in time for Christmas. #imagine #NoReligion  http://t.co/fej2v3OUBR	1	A heartwarming United Nations video just in time for Christmas. #Imagine #NoReligion
666	Late night snuggles with my boy :purple_heart::two_hearts:	0	Enjoying late-night cuddles with my son. 💜💕
667	Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.	0	I understand that New Year's Eve celebrations often come with unrealistic expectations. Personally, I'll be content with closing the door on 2014 and leaving it behind.
668	Buffalo sports media is smarter than all of us. Where else can you get the quality insight offered by Harrington and Busgaglia.	1	The Buffalo sports media is exceptionally knowledgeable. Where else can you find the insightful perspectives offered by Harrington and Busgaglia?
669	It's a comforting thought:every tax payer will b reminded of #OCARE being rammed in2 law when answering questions on 2014 tax forms	1	It's a comforting thought that every taxpayer will be reminded of the Affordable Care Act when filling out their 2014 tax forms.
670	Writing an article on mood enhancing foods. Telling people what to eat to be happy	2	Currently working on an article about foods that can improve your mood, providing readers with suggestions on what to eat to boost their happiness.
671	@BavarianShady no u dnt hav to..bt sme ppl do....evn whn they do shit.. :-P	0	@BavarianShady, you don't have to do it, but some people do it even when they mess up. :-P
672	@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...	0	I'm not sure why Brad would be in trouble, @HeyAmie and @brad4word.
673	@amandakaschube Like I need to be reminded of BP Cup competition dates!	3	@amandakaschube, as if I need a reminder of the BP Cup competition dates!
674	@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward.	3	@ChristianCalls1 @serr8d @ShawnSt51128037, the officer wasn't using a chokehold; he was trying to prevent #EricGarner from falling forward.
675	Walking to school is so awesome	1	Walking to school is absolutely fantastic.
676	@RandBall gotta hand it to them, really. :clapping_hands_sign::clapping_hands_sign::clapping_hands_sign:	0	Gotta give credit where it's due, @RandBall. 👏👏👏
677	Lovely first day of 2015; friends, family swim, sort & cleanse, curry, less time on social media, more time on others #startasyoumeantogoon	0	Had a lovely first day of 2015 with friends and family, swimming, organizing and decluttering, enjoying curry, spending less time on social media, and focusing more on others. #StartingTheYearRight
678	The Grinch Stole My Sanity http://t.co/ufecic7o0f via @Etsy #lol #fun #funny  http://t.co/vZanL412f0	1	"Just had a good laugh reading ""The Grinch Stole My Sanity"" on @Etsy. #FunnyStuff"
679	There's millions of autobot & troll accounts on Twitter that post dumb sh*t for RT's, then people call them stupid & naive.||	3	There are countless automated and troll accounts on Twitter that post nonsensical content just to get retweets, and then people criticize them for being foolish and naive.
680	#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. http://t.co/gxFSC1mQy5 via @reuters	0	According to #ECB's #Weidmann, #Germany's 2015 growth might exceed expectations, as reported by @reuters.
681	I'm really talkative at night but no one is up to talk	2	I tend to be very chatty at night, but unfortunately, no one else is awake to talk.
682	somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka	0	I hope someone wakes me up early tomorrow because I've been experiencing strange backaches since early December. By the way, how do you think that relates to Madaka?
683	The world is such a smiley place. :flushed_face:	1	It's amazing how the world seems so cheerful. :flushed_face:
684	I bet I'm the first to use that one	3	I'm pretty sure I'm the first one to come up with that idea.
685	A year ago this would be just a writing on a t-shirt  anymore all thanks to @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX	0	This time last year, this phrase would have simply been a design on a t-shirt. Thanks to @SFSLacrosse and @wwpinc, it has become much more. #MerryXmas
686	@ntsikimazwai should just relate to her water first AMEN	0	@ntsikimazwai, perhaps she should focus on addressing her water situation first. AMEN.
687	Oh the  @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle	2	Oh, @LabourEoin and @David_Cameron, instead of resorting to Twitter to spread nonsense, find a better way to communicate your ideas.
688	Our physics exam was quite fun...  #Prelim	1	Our physics exam turned out to be quite enjoyable. #Prelim
689	Why can't heroes be happy in DC Comics? I mean even their great flagship romance ( ) is a Fauxmance and will bring about destruction	1	Why is it that heroes in DC Comics can't seem to find happiness? Even their most prominent romantic relationships are often fake and lead to destruction.
690	Enroll 2 Members 1 on each leg (L/R). THEN, help your 2 Personally-Enrolled Members get 2 Executive w/ Diamond Pkgs. http://t.co/X7Tu7JJtCT	0	Enroll two members, one on each leg (left/right). After that, assist your two personally-enrolled members in achieving executive status with diamond packages.
691	http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos http://t.co/5vGRHXrSa3	2	Celebrities are resorting to extreme measures to maintain their appearance... Oops! #CelebrityLeakedPhotos
692	Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT #again	0	Some guy on the bus is talking nonsense and claiming that I resemble Snoop Dogg. #KMT #again
693	I love when I write a tweet wrong. :smiling_face_with_smiling_eyes:	1	It brings me joy when I unintentionally make a mistake in my tweet. :smiling_face_with_smiling_eyes:
694	it's beginning to look a lot like Christmas :christmas_tree::father_christmas: #office #tinsel #christmassy #happy  #long #now... http://t.co/VXcVFCKdjY	0	The Christmas spirit is in the air! Office decorations, tinsel, and a festive atmosphere make me happy. #long #now...
695	@ShahbazSZM but talking rubbish about system on twitter can't change anything \n   \n Action speaks louder than words	0	@ShahbazSZM, venting about the system on Twitter won't bring about any change. Actions speak louder than words.
696	I love my mom	1	I have a deep affection for my mother.
697	So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart	1	Ally McCoist resigns from his position and receives a pay raise. It seems like he truly has the best interests of Rangers at heart.
698	Ahhh 7 a.m bedtimes, how I've missed you  #examproblems	1	Ahhh, going to bed at 7 a.m. brings back memories. #examproblems
699	Christmas shopping on 2hrs sleep is going to be fun!!!!!	1	Christmas shopping with only two hours of sleep is going to be an interesting experience!
700	2AM on Christmas Day, and we're heating up Pizza and Breadsticks. #theboysarebackintown http://t.co/4PNPfk28LZ	0	It's 2 AM on Christmas Day, and we're enjoying some hot pizza and breadsticks. #theboysarebackintown
701	..and another https://t.co/AevyOcREbG|#thanksalot  #freelesson #english #esl #tesl @openlanguage	1	...and here's another one. #thanksalot #freelesson #english #esl #tesl @openlanguage
702	When u callin I'm tappin lol  sorry	1	When you call, I'm already tapping on something else. Sorry!
703	"Contemplating responding to @charliejnwalker's tweet saying ""what remains of their pride"" but not sure how well that will go down"	3	"I'm considering responding to @charliejnwalker's tweet about ""what remains of their pride,"" but I'm not sure how well it will be received."
704	@dep_fm I think that was the joke.	1	@dep_fm, I believe that was the intended joke.
705	@BIGJOEONTHEGO #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real	3	@BIGJOEONTHEGO, there are things better than the Titans and Jaguars, like napalm hotwings. Love the show! #keepitreal
706	Just a had a Bruce Springsteen flashback. *shudder* @HeyAmie @GirlFromThe216 @lexus1scott @masongoodman @Case4Cleveland	0	I just had a sudden memory of Bruce Springsteen. <em>shudder</em> @HeyAmie @GirlFromThe216 @lexus1scott @masongoodman @Case4Cleveland
707	@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.	0	@MyzzCryz, anytime! Cash is widely accepted and can be used for anything they want or need.
708	@b_shantel right! Clearly the po-po has been playing too much Call of Duty	0	@b_shantel, you're right! It seems like the police have been playing too much Call of Duty.
709	On page 169 of 251 of Harry Potter and the Chamber of Secrets, by J.K. Rowling http://t.co/y5UJWrGZAM	0	I'm currently on page 169 of 251 in Harry Potter and the Chamber of Secrets by J.K. Rowling.
710	Soooo deep  #narrowminds #stopwatchingthenews #andstoppreachingoffyoutube http://t.co/kEcp9We6yA	1	So profound. #narrowminds #stopwatchingthenews #andstoppreachingoffyoutube
711	@GazTheGooner84 oh right do you know John Parker the pisshead @ParkzTheDon	0	@GazTheGooner84, do you happen to know John Parker, the person who drinks excessively?
712	: World's most villainous climate criminal, Australia, attempts to heavy other nations at Lima http://t.co/m3DO7rgLRg #auspol	2	The country considered the world's most villainous in terms of climate impact, Australia, is trying to exert influence on other nations at Lima.
713	This is what we called OTAK LETAK KAT LUTUT.|#melayu | http://t.co/wPCuJxXhtk	0	"This is what we call ""putting your mind to it"" in a specific context. #melayu"
714	"@adambelz @lee_osp @Vruno whenever I write anything with the word ""immigration"" in it, I'm happy if there's back-and-forth."	0	"@adambelz @lee_osp @Vruno, whenever I write anything about ""immigration,"" I'm happy if there's a back-and-forth discussion."
715	Responsibility = the ability to respond|To control yourself and be in charge of your life	0	Responsibility means having the ability to respond and take control of your life.
716	I'm knitting a scarf. Yes. Knitting. A scarf. Because manual dexterity and I like knitting. Problems?	0	I'm currently engaged in the activity of knitting a scarf. Yes, knitting. Because I enjoy it and it improves my manual dexterity. Any objections?
717	#yes they're all are our brothers/sisters when you speak that way you are  Our Father In Heaven child either	0	#yes, they are all our brothers and sisters. When you speak in such a manner, you are a child of Our Father In Heaven.
718	that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability	0	This way, people can understand disabilities better and not stare at us in a peculiar way when we are out and about. #IDPwD #disability
719	Sitting around listening to sad music really helps the depression.	1	I find that sitting around and listening to sad music can be helpful in dealing with depression.
720	"#Daesh,#Taliban all need to become part of 'The religion of ""PIECES""|My heart goes out to all the of the victims of #PeshawarAttack"	0	It's important for groups like #Daesh and #Taliban to embrace peace and unity. My thoughts are with the victims of the #PeshawarAttack.
721	#Arizona #Court #Of #Appeals #Decides  #To #Retry #Milke: Thursday the Arizona Court of Appeals ordered a lower... http://t.co/FfXzPEAEtM	0	The Arizona Court of Appeals has decided to retry the Milke case, as announced on Thursday.
722	@discodavejohn @Matt_Brickman i'll take the physical challenge!	0	@discodavejohn @Matt_Brickman, I'm up for the challenge!
723	@CBCToronto: Toronto man finds woman with ex-girlfriend's name for free trip around the world I should have changed my name!!!!!	0	@CBCToronto: A Toronto man discovers a woman with the same name as his ex-girlfriend and wins a free trip around the world. Maybe I should have changed my name too!
724	Planned on an early night last night.. Oh yaa course that happened..  #gotinterupted	1	I had planned for an early night, but as expected, things didn't go as planned. #gotinterupted
725	Thank you Aidyn and Adele for getting me sick.	1	Thanks to Aidyn and Adele, I've caught a cold.
726	Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed	1	Rain and sleet, huh? Sounds like a great idea to get dressed and go to work. #iwannagobacktobed
727	Can't wait for the #facup 3rd draw	1	Excited for the upcoming #facup 3rd draw.
728	About once a yr I get a little nutty and reach for the orange marmalade. #livingontheedge  http://t.co/sF9o6OWE1v	1	Approximately once a year, I get a little adventurous and opt for orange marmalade. #livingontheedge
729	RTed that because yeah that totally makes sense	1	I retweeted that because it completely makes sense to me.
730	#notcias #eu #europ How Santa Juncker can bring the gift of a healthier EU http://t.co/f6h25c4zsu	0	Discover how Santa Juncker can contribute to a healthier European Union in the news. #noticias #eu #europa
731	Today has been a blast	0	Today has been incredibly enjoyable.
732	Affiliate Marketing blog post on the way but in the meantime some tips from the experts: http://t.co/cvfgpgHzEb #howitworks #marketingnewbie	0	I'm working on a blog post about Affiliate Marketing, but for now, here are some tips from the experts. #howitworks #marketingnewbie
733	@ErrolNazareth @TheDangelo How can you even keep up with all this great music?!	0	@ErrolNazareth @TheDangelo, how do you manage to keep up with all this amazing music?
734	@z_o_m_b_ii_e see http://t.co/OXybfwwWb6||#1000ADAY |#FOLLOWME |#FOLLOWNGAIN |#TEAMTOFOLLOW|#TEAMFOLLOWBACK ||RETWEET & GAIN FOLLOWERS.	0	@z_o_m_b_ii_e, check out the link for more information. #1000ADAY #FOLLOWME #FOLLOWNGAIN #TEAMTOFOLLOW #TEAMFOLLOWBACK #RETWEET &amp; GAIN FOLLOWERS.
735	@MCF72 Duly noted ;p ;p ;p	0	@MCF72, duly noted with a playful wink.
736	"@TMZ he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission."	2	@TMZ, has he not been diagnosed with bipolar disorder yet? It seems like he needs to control his intense emotions.
737	People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J	0	People are loving this funky vibe. Let's keep the tweets going.
738	Off to brave Tesco. Humungous shopping list, hail outside #ohbliss	1	Heading out to face the crowded Tesco. I have a massive shopping list and it's hailing outside. #ohbliss
739	The biggest  is that #Taliban gunned down school kids in the same country that #Malala received the Nobel prize for #Education #Ouch	2	It's painful to see that the Taliban targeted school children in the same country where Malala received the Nobel Prize for Education. #Ouch
740	Oh and it's a positively balmy 7c	1	And it's a pleasantly warm 7 degrees Celsius.
741	#Canned #Food #Lot  #Of #Space #InteriorDecor Please RT: http://t.co/teeFi8QVbY http://t.co/Qy1jZ5jwZ3	0	Don't forget to retweet this link about canned food and how it saves interior space for decoration. #CannedFoodLot #InteriorDecor
742	Today has been such a shitty day	0	Today has been an absolutely terrible day.
743	but the USA HIPPA laws prohibit the Psychiatrist from releasing that info @serpentina66 @MetroNewsCanada	0	However, the USA HIPPA laws prevent the Psychiatrist from disclosing that information.
744	@sirmlivesey :-) Go for it. 20th Century Fox copied me and did 21st Century Fox, after all ... , I hasten to add *very* unlitigiously!	3	@sirmlivesey, go ahead and do it. Remember, 20th Century Fox copied me with 21st Century Fox, but I'm not planning any legal action.
745	@F1NTFC @FlamingGrillPub @ntfc @SaintsRugby What's the prices like?	0	@F1NTFC @FlamingGrillPub @ntfc @SaintsRugby, can you let me know the prices?
746	Huge for @TomPelissero RT @FallonTonight Congrats to today's #12DaysOfChristmasSweatersContest winner @sarapelissero! http://t.co/HI0ja9f5NQ	0	It's a significant achievement for @TomPelissero, as retweeted by @FallonTonight. Congratulations to @sarapelissero, the winner of the #12DaysOfChristmasSweatersContest!
747	@Nettaaaaaaaa @deray yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.	0	@Nettaaaaaaaa @deray, let's not discuss how the bodies of the two cops killed in Brooklyn were immediately transported by ambulance. It reflects elitism at its worst.
748	Second major nosebleed of the day has halted my training efforts. Nares, this means war.	0	I've had my second major nosebleed today, which has interrupted my training. Nares, this means we're in a battle.
749	"@AndLeoHud You're on my ""People Who Antagonize Me"" list. http://t.co/MpNrw3Dq1s via @99u"	0	"@AndLeoHud, you've made it onto my ""People Who Antagonize Me"" list."
750	Patrick Kielty hosting Radio 2's Comedy Awards...	2	Patrick Kielty is the host of Radio 2's Comedy Awards.
751	@YodelOnline where's me boots happy	0	@YodelOnline, can you please let me know the whereabouts of my boots? Thank you!
752	Save Manage & Make Money - Join for $99 make $600 #Discounts #Vacations and more http://t.co/6mTjJ6i7Nf	0	Join for $99 and start saving, managing, and making money with discounts, vacations, and more. Visit the provided link for details.
753	@richdiced yup, more is definitely MORE! #fosho #merrycuteness	0	@richdiced, I agree that more is definitely better! #ForSure #MerryCuteness
754	Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing	0	"Officer #Jenny is a unique entity on <a href=""http://www.MonsterMMORPG.com"" target=""_new"">www.MonsterMMORPG.com</a>. Don't forget to follow @MonsterMMORPG for more updates. #Dancing"
755	Dont we all just love those people who message you out of nowhere and act like you guys are close cus they want something from you?	1	Isn't it frustrating when people suddenly message you out of nowhere and act close to you just because they want something from you?
756	@JoeandEvan @7BOOMERESIASON @cc660 @BoomerandCarton the Jets have pick 6 in the 2015 draft the irony blows my mind!  #NFLDraft	2	@JoeandEvan @7BOOMERESIASON @cc660 @BoomerandCarton, it's mind-boggling that the Jets have the 6th pick in the 2015 draft. The irony is incredible! #NFLDraft
757	I feel she didn't love me :/ :( :( #im  #ok	0	I have the feeling that she didn't love me. :/ :(
758	I like creepy guys that ask me random questions at swic	1	I enjoy the company of mysterious guys who ask me unexpected questions at swic (presumably an event or location).
759	@Kennyade92 @RC1023FM there are more lawful ways the lawmakers whould av gone about gaining entrance not by breaking the law  kind of	2	@Kennyade92 @RC1023FM, there were more lawful methods the lawmakers could have used to gain entrance, instead of breaking the law.
760	"@DEvanAltman Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?"	0	Instead of arrogantly asserting your identity, why don't you provide a well-informed counterargument?
761	Dayum, I really got the house to myself while my brother still has school all week :smiling_face_with_sunglasses:	0	Wow, I finally have the house all to myself while my brother is still attending school all week. 😎
762	It scares me when I think about what things will be like a year from now! #2015	0	It frightens me to contemplate how things will be in a year from now! #2015
763	thts impoxible koz the late kajwangs brother is stil alive and kan occupy the seat but raila	0	That's impossible because Kajwang's brother is still alive and eligible to take the seat, but Raila...
764	Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-shaped_eyes: #yay	0	Just placed an order for 10 new pairs of underwear from Victoria's Secret. 😍 #excited
765	I can see it in your eyes.. #Kingofpop #mjackson #michaeljackson #invicible #breakofdawn #king #is  #dead :purple_heart:... http://t.co/FCepZG7UUr	0	I can sense it in your gaze... #Kingofpop #mjackson #michaeljackson #invincible #breakofdawn #king #is #gone 💜
766	Oh how I love that my ass is too big to fit into my jeans anymore.  #bigbootybitches	1	Oh, I adore the fact that my rear end has become too large to fit into my jeans anymore. #bigbootybitches
767	At last I can quit work and enjoy life lol  http://t.co/UdmxqLfviB	1	Finally, I can quit my job and enjoy life. LOL 😂
768	"Wow.. #shocker  RT @TheAtlantic: Dick Cheney on CIA torture: ""I'd do it again in a minute"" http://t.co/CppRItMqZJ http://t.co/nS7ZnAq2Ec"	1	"Amazing... RT @TheAtlantic: Dick Cheney expresses willingness to repeat CIA torture: ""I'd do it again in a minute"" 😲"
769	@sidney483 A British world champion in one of the most demanding & popular sports on earth. Yeah, of course I'm being sarcastic.	1	A British world champion in one of the most physically demanding and popular sports worldwide. Yeah, I'm definitely being sarcastic.
770	@DrunkVinodMehta If #BJP joins with PDP, then CM will be of PDP. Only way to have a #HINDU #CM is to take support of Abdullah family	2	If the BJP aligns with the PDP, then the Chief Minister will be from the PDP. The only way to have a Hindu Chief Minister is to seek support from the Abdullah family.
771	You guys seriously need to try this game https://t.co/wyUHZBcRWj #BananaBonanza	0	You should definitely give this game a try. It's really fun! #BananaBonanza
772	Thechicago firehouse restaurant goes up in flames.  #chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P	2	The Chicago Firehouse restaurant caught fire and burned down. #chicago #fire #cfd #workingpress #cbs #wbbm...
773	Bridal#jewels#exciting range#hand made#high quality jewellery on the high street#bespoke#custom http://t.co/fzhWTNzaf4	0	Explore our exciting range of handmade, high-quality bridal jewelry available on the high street. We also offer bespoke and custom designs.
774	"Day 4 ""joyous day"" #decemberchallenge #picture speaks for itself #costateguise #beach#peace#2nd home#... http://t.co/1jXB5QCOxO"	0	Day 4 is a joyous day in our December challenge. The picture speaks for itself. #costateguise #beach #peace #2ndhome...
775	Oh this is back in #AdvancedWarfare XD|#JustCODThing http://t.co/qAP5SgoQnh	0	Oh, this is happening again in Advanced Warfare. #JustCODThing
776	Velvet And Rhinestones Babydoll|Size:Medium and Large|Comes with softly padded under wired shelf cups,... http://t.co/LSPWyoHrT6	0	Get the Velvet and Rhinestones Babydoll in Medium or Large size. It comes with softly padded underwired shelf cups...
777	I guess we're getting timed on who we can spend time with.	0	It seems like our time spent with others is being monitored or limited.
778	RT @RumoursImADiva: RumourIsImADad's accent...	0	RumourIsImADad's accent is gaining attention. (Retweet from @RumoursImADiva)
779	@DefendWallSt @michellemalkin The more liberal the city, the more class and intelligence it exudes.	1	The more liberal a city is, the more it demonstrates class and intelligence.
780	What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.  http://t.co/5Gxuq6WDJk	1	It's interesting how Minneapolis' most prestigious publication chooses to describe its female audience in such a pleasant way.
781	#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting... http://t.co/81OfgusdMC	0	#Almajmoua is participating in the 4th CSR forum in Lebanon, supporting for-profit microfinance and promoting growth together.
782	@dedpool1979 there wasn't room for  #LoveYouBro	0	Unfortunately, there wasn't enough space to include the hashtag #LoveYouBro.
783	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot	1	Let's be honest, there are often delays with Greater Anglia trains. It's not uncommon on any given day of the week. #valueformoneynot
784	We provide a structure that ensures you will successfully invest in real estate. http://t.co/vSLRBIOhyr @backofficeguru	0	Our comprehensive structure ensures your successful investment in real estate. Learn more at @backofficeguru.
785	In Scotland ( the little country that's attached to the north of England) :flag_for_United_Kingdom::snowflake:️	0	In Scotland, which is the small country attached to the north of England, there's currently snowfall. 🏴󠁧󠁢󠁳󠁣󠁴󠁿❄️
786	@benmaller public hammering the Steelers all week. Juicy.	0	It's interesting to see the public heavily criticizing the Steelers all week. Quite intriguing.
787	@talkhoops Pierce had 34. What's wrong with 36?	0	Pierce scored 34 points. Is there something wrong with having 36 points?
788	What an eventful weekend	1	The weekend was full of exciting events and activities.
789	Hold It Bub! >> http://t.co/M4UO2D7UuF >> #cartoon #comics #funny #jesus	0	Hold on there, check out this funny cartoon on Jesus: &gt;&gt; [link] &lt;&lt; #cartoon #comics #funny #jesus
790	Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk	0	It's important to remember not to text and drive. Be safe on the road.
791	@cozmando He'd be a perfect fit... or Beachy/Medlen.	0	@cozmando, he would be a perfect fit for the team, or perhaps Beachy/Medlen.
792	Eskom load-shedding hammers the Rand again: http://t.co/L9CTtRVASn  Current spot rate USD1=R11.45 http://t.co/PGZHDkBJGD #VivaANCviva	0	Eskom load-shedding is negatively impacting the Rand once again. Current spot rate is USD1 = R11.45. #VivaANCviva
793	What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull	0	Today, I learned that it's possible to choose to live a fearless life. Embrace fearlessness.
794	Really looked forward to waking up this early for finals......	1	I was really excited to wake up early for finals...
795	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..	2	It's ironic when someone who uses filters in their own picture complains about others using too many filters to look pretty.
796	RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff	1	Miami's attempt to block Sweat and Featherstone off the edge in the next two years will be interesting to watch.
797	I love waking up at 4am everyday and then running 5 miles.. favorite part of the Army :)	1	I enjoy waking up at 4 am every day and going for a 5-mile run. It's my favorite part of being in the Army.
798	World's greatest wars can be won with mind. Invincible is the one going on within mind. #lifequotes  #copycatsays	2	The greatest battles are won with the power of the mind. The true invincible battle lies within our minds. #lifequotes #copycatsays
799	Loving life.	1	I'm truly enjoying and appreciating life right now.
800	@TheOtherRosie  I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @foxandfriends	1	I strongly support law enforcement, and I agree with Sheriff Clarke's statement that the situation is all theatrics in Ferguson.
801	what a good time to start voting again  #BestNewArtist Fifth Harmony	1	It's a great time to start voting again, especially for Fifth Harmony as the Best New Artist.
802	EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS	0	Greed, also known as bad mind, easily and quickly spreads Ebola.
803	@JustMyron Lol I hope that's a good kinda crazy	0	Haha, I hope that kind of crazy is a positive and enjoyable one.
804	@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right?	1	I understand what you're saying, but in the important moment (the only time I watched him), he failed under pressure! Haha! It must mean he's not good, right?
805	Well here comes another 6+ page paper. #ilovecollege	1	Here we go again, another lengthy 6+ page paper. I truly love college life.
806	@Ego_Gets_Dollas @DBrooks55 Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough	0	Kick Raiola out of the league, he's a scumbag and a repeat offender. One game suspension is not enough punishment.
807	@TaylorLynn0022 |Ew you really did it?	0	Did you really do it? Ew!
808	@greenacre11 get ready for another one on Saturday	1	Get ready for another game on Saturday, @greenacre11.
809	Like @TheOnion? Visit http://t.co/HJRCAwTQ6x for  articles and also win a free puppy!! 1 puppy per visit, 6 puppy maximum #ATL	0	Do you like @TheOnion? Visit their website for articles and you might even have a chance to win a free puppy! Limited to one puppy per visit, with a maximum of six puppies. #ATL
810	@HEELTeacher and what will that achieve? Seriously?To be fired.all the guys who had the balls to call them out are gone..	0	@HEELTeacher, what do you think that will accomplish? Seriously? Getting fired. All the people who had the courage to confront them are no longer around.
811	#Terror on high Seas ...|Fishing boat, allegedly from #Pakistan, blows up at sea ...... http://t.co/V6G1zx2s4f	0	A fishing boat, reportedly from Pakistan, explodes at sea, causing terror on the high seas. #Terror
812	@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot	1	@RWwatchMA, Deutsch is not only a misogynistic toad but also a shocking bigot. #HandsUpDontShoot
813	@jimrome Product of Aaron Rodgers. Eric Decker was pretty good last year too. It's situational. When Jordy cashes in, he'll be a non-factor.	0	@jimrome, Aaron Rodgers has played a significant role in his development. Eric Decker had a good season last year too. It depends on the situation. When Jordy Nelson gets a big contract, Decker will become insignificant.
814	happy birthday to my boo @James_on00 :heavy_black_heart:️:party_popper: love you, have a great day!:face_with_tears_of_joy::smiling_cat_face_with_heart-shaped_eyes: http://t.co/kvY9eSiOCd	0	Wishing a happy birthday to my loved one, @James_on00. I love you and hope you have a fantastic day! 😂😻
815	Thanks bus. Thanks for telling me where I am. So helpful.	1	Thank you, bus, for informing me about my location. It's incredibly helpful.
816	On the other hand condolences to @mrsmkhitaryan and @AramushaHime for the draw....	0	On the other hand, I offer my condolences to @mrsmkhitaryan and @AramushaHime for the draw they experienced.
817	I can't waitlove#this#is#love#and#you#cAn#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae... http://t.co/HGOILGoFoS	0	I can't wait for love. This love is precious, and no one can predict its duration. Rest in peace, Beth. #twdforever #bae
818	Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst	2	Yesterday, the top trending topic was #PeshawarAttack, but today the Twitter community seems solely focused on #PTIKeptPakFirst.
819	Day 39&40  3 #Novel Train. #comfortzone #christmastree #nextlevel #buzzkillington #familyguy... http://t.co/A2Lo1POYbN via @weebly	0	Day 39 and 40 of the novel train. Stepping out of my comfort zone. Setting up the Christmas tree. Taking it to the next level. #buzzkillington #familyguy
820	Happy Monday all!  #pbloggers #mbloggers	1	Wishing everyone a happy Monday! #pbloggers #mbloggers
821	Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel	3	Is it acceptable for them to touch each other's kneecaps like that? It seems questionable. #NOA #onuchapel
822	But of course #lucky13 #myloves #sundayfunday #lastsunday2014 http://t.co/XHjP5U11dK	0	It's definitely the lucky 13th! Enjoying this Sunday with my loved ones. #sundayfunday #lastsunday2014
823	Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him	2	One of my coworkers doesn't allow his children to believe in Santa because he considers him mythical and contradictory to church teachings. I really want to explain it to him.
824	Last day of school it was so much fun but not much people came. what a shocker	1	It was the last day of school, and although it was fun, not many people showed up. What a surprise.
